Registro_ANS,CNPJ,Razao_Social,Nome_Fantasia,Modalidade,Logradouro,Numero,Complemento,Bairro,Cidade,UF,CEP,DDD,Telefone,Fax,Endereco_eletronico,Representante,Cargo_Representante,Regiao_de_Comercializacao,Data_Registro_ANS
373109,8.26676E+11,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,UNIODONTO DE SERTAOZINHO,Cooperativa odontológica,RUA CARLOS GOMES,684,,CENTRO,Sertãozinho,SP,14160020,1,621056700,,uniodonto@uniodontosertaozinho.com.br,APARECIDO SILVIO DE SOUZA ,REPRESENTANTE,5,12/16/1998
334243,5.87029E+13,UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,UNIODONTO SOROCABA,Cooperativa odontológica,AV. BARÃO DE TATUI,628,,J. VERGUEIRO,Sorocaba,SP,18030000,15,32349424,32349424,uniodontosor@uniodontosorocaba.com.br,VALERIA REGINA ATHAYDE,PRESIDENTE,5,12/16/1998
313751,7.31628E+13,UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO,UNIODONTO SÃO JOSÉ DOS CAMPOS,Cooperativa odontológica,PRAÇA PRESIDENTE KENNEDY,24,,CENTRO,São José dos Campos,SP,12245730,12,32026000,39422946,uniodontosjc@uniodontosjc.com.br,SERGIO BRITO,PRESIDENTE,5,12/16/1998
350290,1.90294E+12,UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA,UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA,Cooperativa odontológica,RUA GENERAL OSÓRIO,1309,,CENTRO,Taquaritinga,SP,15900000,16,97334972,,rosana@uniodontotaquaritinga.com.br,ODILON GUEDES BARRETO JUNIOR,DIRETOR PRESIDENTE,5,12/16/1998
359726,2.41886E+12,UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA,UNIODONTO TRÊS RIOS,Cooperativa odontológica,TRAVESSA AUGUSTO DE ALMEIDA,44,SALA 315 E 316,CENTRO,Três Rios,RJ,25804130,24,22553338,22553338,uniodontotresrios@yahoo.com.br,MARISOL GUIMARÃES MACHADO PEREIRA,PRESIDENTE,5,12/29/1998
350630,1.42292E+12,UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA,UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA,Cooperativa odontológica,RUA FREI DAMIÃO,2856,,SANTA ELISA,Votuporanga,SP,15505187,17,34213395,34213395,uniodonto@votuporanga.com.br,JOSE LUIZ PEREIRA,PRESIDENTE,5,12/16/1998
314315,4.45959E+13,UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS,UNIODONTO DO BRASIL,Cooperativa odontológica,RUA CORREIA DIAS ,185,,PARAÍSO,São Paulo,SP,4104000,11,59044400,,regulacao@uniodonto.coop.br,JOSÉ ALVES DE SOUZA NETO,DIRETOR PRESIDENTE,4,12/17/1998
358339,3.72566E+13,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,UNIODONTO DO SUL GOIANO,Cooperativa odontológica,RUA RUI DE ALMEIDA,519,,CENTRO,Itumbiara,GO,75503090,64,34317146,,uniodontosulgo@yahoo.com.br,JOAO BATISTA PEREIRA MACHADO,DIRETOR PRESIDENTE,5,12/17/1998
313807,1.99703E+11,UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA,,Cooperativa odontológica,RUA CIRO MELLO,2658,,JARDIM CENTRAL,Dourados,MS,79805031,67,34223577,,uniodonto@dourados.com.br,EDSON HIROSHI MURAKI,PRESIDENTE,5,1/12/1999
370711,2.58097E+12,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,UNIODONTO,Cooperativa odontológica,RUA RESK SALIN CARONE,50,EDIF IBISA,GILBERTO MACHADO,Cachoeiro de Itapemirim,ES,29303310,28,35111500,35111500,gerencia@uniodontoes.coop.br,ADRIANO BASTOS BARBOSA,PRESIDENTE,3,12/17/1998
341894,1.19565E+11,UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA.,UNIODONTO FRONTEIRA OESTE/RS,Cooperativa odontológica,AV. 24 DE MAIO,1091,,CENTRO,Sant'Ana do Livramento,RS,97573450,55,32423833,,adm@uniodontofronteiraoeste.com.br,LUIZ FERNANDO MENDONÇA BIDART,PRESIDENTE,5,12/17/1998
358436,8.91689E+11,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,UNIODONTO GOIANIA,Cooperativa odontológica,RUA T-27,1115,"Quadra 65, Lote 4",SETOR BUENO,Goiânia,GO,74215030,62,32549100,32549101,uniodonto@uniodontogoiania.com.br,FÁBIO ARAÚJO GONÇALVES PRUDENTE,REPRESENTANTE ,5,12/17/1998
343056,5.31736E+11,UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,UNIODONTO DE JACAREÍ,Cooperativa odontológica,AVENIDA MAJOR ACÁCIO FERREIRA,670,,JD. LEONÍDIA,Jacareí,SP,12327070,12,39528859,39528859,uniodonto@uniodontojac.com.br,GLÓRIA DE FÁTIMA CHAVES,PRESIDENTE,5,12/18/1998
401919,2.02162E+12,UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA,,Cooperativa odontológica,RUA JOSÉ PERES,46,LOJA 01,CENTRO,Leopoldina,MG,36700000,32,34415754,34415754,uniodonto@leopoldina.com.br,MARCELO RESENDE VIEIRA,PRESIDENTE,5,3/11/1999
300195,7.25152E+13,UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA,UNIODONTO MACAE,Cooperativa odontológica,RUA MARECHAL DEODORO,411,,CENTRO,Macaé,RJ,27910310,22,27629645,2227593737,gerencia@uniodontomacae.com.br,MARCOS STHEL ANTUNES,DIRETOR PRESIDENTE,5,12/18/1998
321125,2.42439E+13,UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,UNIODONTO MACEIO,Cooperativa odontológica,AV. SANTA RITA DE CASSIA,278,,FAROL,Maceió,AL,57051600,8,221233300,221233300,uniodonto@uniodontomaceio.com.br,JOSE ZENOU COSTA FILHO,PRESIDENTE,3,12/22/1998
381144,1.36754E+12,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,UNIODONTO DE MARINGA,Cooperativa odontológica,AVENIDA PAPA JOAO XXIII,513,,ZONA 02,Maringá,PR,87010060,44,32271150,,uniodonto@uniodontomaringa.com.br,VAMPRÉ LUIZ CARDOSO OLIVEIRA,DIRETOR PRESIDENTE,5,12/16/1998
382337,1.06631E+12,UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA.,UNIODONTO DUQUE DE CAXIAS,Cooperativa odontológica,AVENIDA PRESIDENTE VARGAS,263,GRUPO 102,CENTRO,Duque de Caxias,RJ,25070330,21,26718785,,presidencia@uniodonto-metropolitana.com.br,FLÁVIO ARAÚJO DE ASSIS,DIRETOR-PRESIDENTE,5,12/29/1998
303291,2.31378E+12,UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE,UNIODONTO MOSSORÓ,Cooperativa odontológica,AV DIOCESANA,266,,NOVA BETANIA,Mossoró,RN,59603200,84,33161115,33162990,gerencia@uniodontomossoro.com.br,FRANCISCO AVES DE OLIVEIRA,PRESIDENTE,6,12/24/1998
419729,2.76841E+12,UNIODONTO PASSOS - COOPERATIVA ODONTOLÓGICA,UNIODONTO PASSOS,Cooperativa odontológica,RUA BONSUCESSO,472,,SÃO FRANCISCO,Passos,MG,37902000,35,35213567,,UNIODONTOPASSOS@PASSOSNET.COM.BR,LUIZ FERNANDO LEMOS REIS,DIRETOR PRESIDENTE,5,3/24/2015
361593,9.63964E+13,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,UNIODONTO PAULISTA,Cooperativa odontológica,Rua Silvia ,110,10º andar - Edifício Santa Lúcia ,Bela Vista ,São Paulo,SP,1331010,11,31253040,31593181,ans@uniodontopaulista.com.br,LUIZ EDUARDO ZACCHARIAS,PRESIDENTE,5,12/18/1998
402109,2.77273E+12,UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA.,UNIODONTO PAULO AFONSO,Cooperativa odontológica,AV. GETULIO VARGAS,421,"SALA 206, 2 ANDAR",CENTRO,Paulo Afonso,BA,48601260,75,32810003,32810003,uniodonto@uniodontopauloafonso.com.br,CYNARA MAIA DE OLIVEIRA,DIRETOR PRESIDENTE,5,3/15/1999
346004,5.22045E+13,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE PIRACICABA,Cooperativa odontológica,RUA ALFARES JOSÉ CAETANO ,1352,,CENTRO,Piracicaba,SP,13400123,19,34011770,34011770234,atendimento@uniodontopiracicaba.com.br,CLAUDIO ROBERTO ZAMBELLO,DIRETOR PRESIDENTE,5,12/16/1998
378941,2.26028E+12,UNIODONTO PIRASSUNUNGA - COOPERATIVA ODONTOLÓGICA,UNIODONTO DE PIRASSUNUNGA,Cooperativa odontológica,RUA JOAQUIM PROCÓPIO DE ARAÚJO,1470,,CENTRO,Pirassununga,SP,13630082,19,35611165,35611165,uniopirass@uniodontopirassununga.com.br,EDGAR SAGGIORATTO,PRESIDENTE,5,12/16/1998
315818,8.26212E+13,UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA,UNIODONTO PONTA GROSSA,Cooperativa odontológica,RUA BARÃO DO CERRO AZUL,618,,CENTRO,Ponta Grossa,PR,84010210,,,,uniodontopg@uol.com.br,RUBENS PUPO BANDEIRA,DIRETOR PRESIDENTE,5,12/16/1998
366439,8.89381E+13,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,Cooperativa odontológica,AV. INDEPENDÊNCIA,914,,INDEPENDÊNCIA,Porto Alegre,RS,90035072,51,33024000,33024077,regulacao@uniodontopoa.com.br,JULIO CESAR CORDOVA MACIEL,DIRETOR PRESIDENTE,4,12/17/1998
344451,2.61852E+13,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,UNIODONTO MINAS,Cooperativa odontológica,AV JOÃO XXIII,697,,SANTA MARIA,Uberlândia,MG,38408056,34,32288118,,gerencia@uniodontouberlandia.com.br,RICARDO MANOEL LOURENÇO,PRESIDENTE,5,12/17/1998
406121,3.15004E+12,UNIODONTO RESENDE - COOPERATIVA ODONTOLOGICA,UNIODONTO RESENDE COOPERATIVA ODONTOLOGICA,Cooperativa odontológica,RUA ISAAC DAVID HALPERN,64,,COMERCIAL,Resende,RJ,27541140,,,33551752,uniodonto@uniodontoresende.com.br,ANA PAULA DA COSTA,PRESIDENTE,5,7/7/1999
367966,2.66231E+12,UNIODONTO RIO GRANDE-LITORAL COOPERATIVA ODONTOLOGICA LTDA,,Cooperativa odontológica,RUA LUIZ LOREA,263,,CENTRO,Rio Grande,RS,96200350,53,32321563,,uniodonto@uniodontoriogrande.com.br,DANIELI DUVAL PINTO DEVILLA,SUPERINTENDENTE,6,12/29/1998
305421,7.21201E+13,UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA,UNIODONTO/RS,Cooperativa odontológica,RUA QUINTINO BANDEIRA,64,1º ANDAR - EDIF. SAMPAIO,SÃO GERALDO,Porto Alegre,RS,90220050,51,32257671,32868554,uniodontors@uniodonto-rs.com.br,IRNO AUGUSTO PRETTO,PRESIDENTE,3,12/23/1998
327441,1.29079E+12,UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA,UNIODONTO SUDESTE MINEIRO ,Cooperativa odontológica,RUA OSCAR VIDAL,373,,CENTRO,Juiz de Fora,MG,36016290,32,32150706,32151561,uniodonto@uniodontojf.com.br,MAGALI DE FREITAS MACIEL,DIRETORA PRESIDENTE,5,12/21/1998
314871,2.03368E+12,UNIODONTO SUDOESTE GOIANO - COOPERATIVA DE TRABALHO ODONTOLOGICO,,Cooperativa odontológica,RUA NIVALDO RIBEIRO,05,,CENTRO,Rio Verde,GO,75901120,64,36216063,,gerencia@uniodontosudoeste.com.br,FERNANDO FERREIRA DE ALMEIDA,PRESIDENTE,5,12/17/1998
363171,7.22618E+13,UNIODONTO SUL FLUMINENSE COOP DE TRAB ODONTOLOGICO LTDA,UNIDONTO SUL FLUMINENSE,Cooperativa odontológica,RUA PROFESSORA CLÉLIA,12,,VILA SANTA CECILIA,Volta Redonda,RJ,27260500,24,21073350,33486184,uniodontosulfluminense@uniodontosf.com.br,KÊNIA APARECIDA DA SILVA ACCIARITO,REPRESENTANTE,5,12/16/1998
335525,5.49122E+13,UNIODONTO SÃO CARLOS -  COOPERATIVA ODONTOLÓGICA,UNIODONTO SÃO CARLOS,Cooperativa odontológica,RUA 15 DE NOVEMBRO,2597,,CENTRO,São Carlos,SP,13560241,16,33626062,,uniodontosaocarlos@terra.com.br,NIVEA CELIA BONADIO COELHO,PRESIDENTE,5,12/16/1998
303259,5.32061E+13,UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA,UNIODONTO,Cooperativa odontológica,RUA INDEPENDENCIA ,2651,,CENTRO,São José do Rio Preto,SP,15010110,17,32118400,32346005,uniodorp@uniodontoriopreto.com.br,JOSÉ CARLOS AFONSO CUGINOTTI,PRESIDENTE,5,12/16/1998
319350,2.03049E+12,UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO,UNIODONTO TAUBATE,Cooperativa odontológica,RUA DR. SOUZA ALVES ,728,,CENTRO,Taubaté,SP,12020030,12,34110522,36292511,uniodonto@uniodontotaubate.com.br,ALEXANDRE CURSINO DE MOURA SANTOS,DIRETOR PRESIDENTE,5,12/17/1998
370568,1.73331E+13,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,UNIODONTO ,Cooperativa odontológica,RUA CORONEL MANOEL BORGES,618,,CENTRO,Uberaba,MG,38060340,34,33347700,,gerencia@uniodontouberaba.com.br,WASHINGTON TADEU NASCIMENTO,DIRETOR EXECUTIVO,5,12/17/1998
382655,2.1498E+12,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,Cooperativa odontológica,PRAÇA DOUTOR GAMA RODRIGUES,365,,CRUZ,Lorena,SP,12606080,12,31532900,31532746,admwanda@uniodontovalehistorico.com.br,WANDA MARIA RICOTA DE MELLO,PRESIDENTE,5,12/16/1998
345318,8.23781E+12,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,UNIODONTO/RN,Cooperativa odontológica,RUA AÇU,665,,TIROL,Natal,RN,59020110,84,40094664,40094665,gerencia@uniodontorn.com.br,EUGÊNIO CARLOS ARAÚJO,PRESIDENTE,5,12/17/1998
420808,2.47056E+13,UNION ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA - EPP,UNION BENEFÍCIOS,Administradora de Benefícios,AV TEOTÔNIO PARREIRA COELHO ,860,SALA 01,INGA ALTO,Betim,MG,32604376,31,33917920,,joao.figueiredo@unionadm.com.br,JOÃO DE FIGUEIREDO PEREIRA CURADO,DIRETOR,4,6/21/2017
421278,2.90459E+13,UNIPACTUM ADMINISTRADORA DE BENEFÍCIOS LTDA.,,Administradora de Benefícios,RUA MINAS GERAIS,165,,VILA PINHEIRO,Jacareí,SP,12307060,,,,diretoria@unipactum.com.br,JULIO CESAR BERBEL GERALDO,ADMINISTRADOR,6,5/8/2018
423114,4.37076E+13,UNITY ADMINISTRADORA DE BENEFÍCIOS LTDA,UNITY ADMINISTRADORA DE BENEFÍCIOS LTDA,Administradora de Benefícios,Rua João Pessoa de Matos,330,Sala 501 e 502,Praia da Costa,Vila Velha,ES,29101115,28,33335300,,wesley@unity.adm.br,WESLEY BORGES FERNANDES,Administrador,6,12/3/2021
423335,4.64266E+13,UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,UNITY SAÚDE,Medicina de Grupo,QS 3 EPCT ,SN,LOTES 3  5  7 E 9  - SALAS 1701 A 1716 -,ÁGUAS CLARAS ,Brasília,DF,71953000,,,,marcia.rodrigues@unitysaude.com.br,DULIO CESAR LOPES SANTANA,SOCIO ADMINISTRADOR,,10/3/2022
413348,6.73633E+13,UNIVERSAL PLANO ODONTOLOGICO LTDA,,Odontologia de Grupo,RUA LARA CAMPOS ,183,,CENTRO,Tietê,SP,18530000,15,32822943,,financeiro@universaldental.com.br,FELIPE JORGE PIOVEZANE,SÓCIO,5,3/16/2001
422134,3.46081E+13,UNIVIDA USA OPERADORA EM SAUDE S/A,UNIVIDA USA OPERADORA EM SAUDE ,Medicina de Grupo,AV MELCHERT ,926,3 ANDAR,VILA MATILDE,São Paulo,SP,3508000,11,39957301,,murilo.giorgini@gmail.com,MURILO MENDES GIORGINI,diretor financeiro,4,2/11/2020
418137,1.10764E+13,UNIX SAÚDE S.A,UNIX,Medicina de Grupo,RUA ARQUIMEDES GONÇALVES,219,,NAZARÉ,Salvador,BA,40050300,71,21013444,,UNIXSAUDE@GMAIL.COM,JAIR SANTOS NETO,REPRESENTANTE,6,7/13/2011
414581,4.74575E+12,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,UNIÃO MÉDICA,Medicina de Grupo,PRAÇA CORONEL TERTULIANO ALMEIDA,05,,CENTRO,Feira de Santana,BA,44001256,75,36032166,33225784,juridico@uniaomedica.com.br,ANDRÉ RAIMUNDO FRANÇA GUIMARÃES,DIRETOR PRESIDENTE,5,4/8/2003
423131,4.40609E+13,UNIÃO SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,Administradora de Benefícios,Avenida das Américas,500,"BLOCO 03, LOJA 105",Barra da Tijuca,Rio de Janeiro,RJ,22640904,,,,thiago@unimedicasaude.com,CARLOS ALBERTO CHAME FILHO,Sócio administrador,,1/4/2022
422126,3.48116E+13,UP HEALTH ADMINISTRADORA DE BENEFÍCIOS S/A,,Administradora de Benefícios,RUA CONSTRUTOR SEBASTIAO SOARES DE SOUZA,96,Salas 203 a 207,Praia da Costa,Vila Velha,ES,29101350,27,21242000,,administrativo@uphealthadministradora.com.br,CASEMIRO ALVES RAMOS JUNIOR,Diretor Executivo,5,1/28/2020
422223,2.78414E+13,UP SOLUÇÕES EM SAÚDE LTDA ,UP SOLUÇÕES EM SAÚDE  ,Administradora de Benefícios,AVENIDA ANTONIO CARLOS COMITRE ,540,1 ANDAR - SALA 14,PARQUE CAMPOLIM ,Sorocaba,SP,18047620,15,32933060,,ADMINISTRATIVO1@UPSAUDE.MED.BR,RENATA LOLO HARO,SÓCIA,,10/2/2020
419061,1.63846E+13,USODONTO PLANOS DE SAÚDE LTDA,USODONTO,Odontologia de Grupo,AVENIDA ALVARO MAIA,742,SALA 102,CENTRO,Manaus,AM,69025070,,,,USODONTO.PLANO@HOTMAIL.COM,JHONNY DOS SANTOS FIGUEIREDO,DIRETOR - EXECUTIVO,5,10/3/2013
424048,2.97542E+13,VALE PLANOS DE SAÚDE LTDA,VALE SAÚDE,Medicina de Grupo,AV. CARDOSO DE SÁ,647,,CENTRO,Petrolina,PE,56302110,87,21013190,,valesaude@neurocardio.com.br,JOSÉ CARLOS DE MOURA,DIRETOR PRESIDENTE,,6/10/2024
345695,3.35925E+13,VALE S/A,VALE ,Autogestão,PRAIA DE BOTAFOGO,186,SALA 701 A 1901 - TORRE OSCAR NIEMEYER,BOTAFOGO,Rio de Janeiro,RJ,22250145,21,38144927,38144453,atendimento.ams@vale.com,BRUNO CAMARA MEIRA,REPRESENTANTE LEGAL,4,12/24/1998
417301,1.134E+13,VALEM ADMINISTRADORA DE BENEFÍCIOS LTDA,VALEM,Administradora de Benefícios,AVENIDA DO CONTORNO,4265,5º ANDAR,SÃO LUCAS,Belo Horizonte,MG,30110021,31,32493000,32325099,CONTABILFISCAL@VALEM.COM.BR,CÁTHIA COSTA CARVALHO RABELO,ADMINISTRADOR,2,6/9/2010
417581,1.20911E+13,VALLOR ADMINISTRADORA DE BENEFÍCIOS LTDA,VALLOR BENEFÍCIOS,Administradora de Benefícios,AVENIDA ASSIS CHATEAUBRIAND,288,SALA 02 e 03,FLORESTA,Belo Horizonte,MG,30150100,31,33119128,,ALEXANDRE@VALLORBENEFICIOS.COM.BR,ALEXANDRE ANTÔNIO SÁ SOARES,SóCIO-ADMINISTRADOR,4,9/21/2010
423751,5.15121E+13,VALOR SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,,Administradora de Benefícios,AL SANTOS,415.0,CONJ 131 ANDAR 13,CERQUEIRA CESAR,São Paulo,SP,1419913,21,35530509,,administrativo@valorsaudeadm.com.br,LEVI CRAVO NETTO,Administrador,,9/4/2023
424013,5.1422E+13,VCT PLANOS DE SAUDE LTDA,,Medicina de Grupo,RUA NOSSA SENHORA DA CONCEICAO,756,LETRA A SALA 05,CENTRO,Contagem,MG,32044000,31,983688989,,felipe.gomes@campellogomes.com.br,ANTONIO GOMES DOS SANTOS JUNIOR,SÓCIO ADMINISTRADOR,,6/10/2024
420018,2.3533E+13,VECTORIAL ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,RUA AFONSO ARINOS DE MELO FRANCO,222,BLOCO 01 - SALA 1701,BARRA DA TIJUCA,Rio de Janeiro,RJ,22631455,21,35531692,,LEONARDO@UNIMEDICASAUDE.COM,MARCELO SARMENTO DE CASTRO,ADMINISTRADOR,6,1/11/2016
422240,3.01689E+13,VIDA & SAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,,Administradora de Benefícios,RUA DA ASSEMBLÉIA,10,SALA 3811,CENTRO,Rio de Janeiro,RJ,20011901,21,22216677,,acbastos16@gmail.com,ANTONIO CARLOS ANTUNES BASTOS,ADMINISTRADOR,6,7/14/2020
422835,4.12489E+13,VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,VIDA TOP + SAÚDE,Medicina de Grupo,RUA PROFESSOR JOSÉ RANIERI,8-55,CONJUNTO B,CENTRO,Bauru,SP,17015361,14,21068700,,DIRETORIA@VIDATOP.COM.BR,ENIDÉLCIO DE JESUS SARTORI,DIRETOR TÉCNICO E ADMINIS,5,7/9/2021
416789,9.16478E+12,VIDAMAX ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,RUA AMÁLIA DE NORONHA,151,CONJUNTO 701,PINHEIROS,São Paulo,SP,5410010,11,31131717,31131717,RICARDO@VIDAMAX.COM.BR,EMIGDIO RICARDO GARCIA JURADO,DIRETOR,1,11/27/2008
344443,8.64888E+11,VIDAPLAN SAÚDE LTDA. ,VIDAPLAN SAUDE,Medicina de Grupo,AV MOACYR SAUDINO,271,BOX 22  - 3º ANDAR,CENTRO,Alfredo Chaves,ES,29240000,,,,vidaplansaude.com.br@vidaplansaude.com.br,JANUÁRIA LIMA BORGES,Diretora Administrativa/Financeira,5,12/18/1998
405582,2.33307E+12,VIP ASSISTENCIA ODONTOLOGICA LTDA.,VIP ODONTO,Odontologia de Grupo,RUA PIMENTA DE PADUA,2219,,N. SRA. DE FATIMA,São Sebastião do Paraíso,MG,37950000,35,35314000,35316492,vipodont@hotmail.com,ELCIMAR BÌCEGO VILAS BOAS,GERENCIA,6,7/1/1999
403911,1.51821E+12,VISION MED ASSISTÊNCIA MÉDICA LTDA,,Medicina de Grupo,Avenida República do Chile ,230,Sala 2601,Centro ,Rio de Janeiro,RJ,20031170,21,25652550,2125650303,afrancis@goldencross.com.br,ALOISIO JOSÉ DE SOUZA FRANCISCO,DIRETOR,1,4/28/1999
414905,1.64834E+12,VITA ASSISTÊNCIA A SAÚDE LTDA.,SABIN SINAI,Medicina de Grupo,AVENIDA PRESIDENTE ITAMAR FRANCO,4001,LOJA 202 E,CASCATINHA,Juiz de Fora,MG,36033318,,,,cristiane@sabinsinai.com.br,CRISTIANE COIMBRA SCHEFFER,REPRESENTANTE ,5,7/13/2004
423831,5.09918E+13,VITACARE PLANOS DE SAUDE LTDA,VITACARE,Medicina de Grupo,Avenida Manoel Dias da Silva,737,Edifício Multi 1º andar - sala 2,Pituba,Salvador,BA,41830000,71,991084561,,flavio.freitas83@gmail.com,FLÁVIO FREITAS DE OLIVEIRA,Sócio-administrador,,12/18/2023
423378,4.66829E+13,VITREA ADMINISTRADORA DE BENEFÍCIOS LTDA,VITREA ADMINISTRADORA,Administradora de Benefícios,Rua José Versolato,111,"bloco b, sala 3014",centro,São Bernardo do Campo,SP,9750730,11,98476002,,tiagoantunes@maffixseguros.com.br,TIAGO ANTUNES DA SILVA,Sócio-administrador ,6,11/16/2022
422592,2.96041E+13,VITTA SAUDE ADMINISTRADORA DE BENEFICIOS LTDA.,VITTA SAUDE ADMINISTRADORA DE BENEFICIOS,Administradora de Benefícios,Avenida Doutora Ruth Cardoso,7221,7º andar,Pinheiros,São Paulo,SP,5425070,,,,juridico@vitta.me,CLÁUDIA REGINA GALDINO,DIRETORA SÓCIA,,2/9/2021
361461,3.7881E+13,VIVACOM PLANOS DE SAÚDE,VIVACOM,Autogestão,AVENIDA T-10,208,"LOTES 9/12, QUADRA 102, ED. NEW TIMES SQ",SETOR BUENO,Goiânia,GO,74223060,62,32388686,32388647,geraldo@saudevivacom.com.br,GERALDO ALMEIDA SILVA,DIRETOR DE SAUDE,3,12/29/1998
414662,4.9111E+12,VIVENTERIS LTDA,,Odontologia de Grupo,Rua Santos Dumont,3275,Centro Empresarial Empire Center - 11º A,ZONA 01,Maringá,PR,87013050,44,31230528,,lcastro@sudaodonto.com.br,ARYADNE LARISSA DE ALMEIDA,REPRESENTANTE,1,10/10/2003
422657,4.02085E+13,VIVER BEM ADMINISTRADORA DE BENEFÍCIOS LTDA,VIVER ADMINISTRADORA,Administradora de Benefícios,RUA DA ALFÂNDEGA,100,4º ANDAR,CENTRO,Rio de Janeiro,RJ,20070004,21,24911647,,j.luiz@jlcarvalho.com.br,OTÁVIO AUGUSTO DE SOUZA FARIA,SOCIO ADMINISTRADOR/REPRE,,2/24/2021
417122,7.98397E+12,"VOCÊ CLUBE DE BENEFÍCIOS SOCIAIS, SAÚDE E ODONTOLÓGICO LTDA",VOCÊ CLUBE DE BENEFÍCIOS,Administradora de Benefícios,Avenida Brigadeiro Faria Lima,1478,"15º andar, cj. 1501",Jardim Paulistano,São Paulo,SP,1472900,11,31887300,31887328,VOCECLUBE@VOCECLUBE.COM.BR,SAMUEL BELLUCO SILVEIRA SANTOS,REPRESENTANTE,1,11/25/2009
422487,3.7319E+13,VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,VOCÊ TOTAL,Medicina de Grupo,Rua Augusta,1846,"2º andar, conjunto 211",Cerqueira César,São Paulo,SP,1412000,11,9.65722E+17,,felipe.gomes@campellogomes.com.br,LUCAS EDUARDO MENEGUETTI,Diretor Presidente,5,12/10/2020
414247,4.39994E+13,VOLVO DO BRASIL VEÍCULOS LTDA.,VOLVO,Autogestão,AV. JUSCELINO KUBITSCHECK DE OLIVEIRA,2600,LAT DIREITA,CIC,Curitiba,PR,81260900,41,31217100,,dante.lago@arhya.com.br,DANTE JOSÉ PIRATH LAGO,GERENTE DE SAÚDE SEGU E MEIO A,,9/18/2001
